player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Trae Waynes,9444,CB,MIN,14,4,0,72.6,2,2,18,1,0,61.6,65.1,87.3,,74.7,54.6,0,0,0,1,41,13.0,9,4,4,109.9,61,0,0,75,661,486,769,11,0,0,11,0,0,758,0,283,21,26,56,4,84,0,5,653,153,10.7
Danny Shelton,9445,DI,NE,16,23,0,,0,1,19,0,0,49.3,72.3,57.6,73.5,68.2,71.2,3,12,0,0,,3.4,2,0,2,0.0,0,3,0,0,0,1,492,492,320,147,1,24,0,0,238,253,0,24,34,0,0,18,0,0,0,
Kevin Johnson,9449,CB,BUF,15,5,0,54.3,1,0,4,0,0,76.3,73.2,34.1,56.9,59.5,45.4,0,1,0,0,35,16.7,6,4,3,78.4,19,1,0,27,181,235,335,8,0,0,8,0,13,327,9,91,105,11,25,1,35,2,0,261,98,13.7
Arik Armstead,9450,ED,SF,16,7,1,0.0,1,1,28,1,0,70.8,89.8,73.4,75.6,87.4,50.6,8,43,0,0,,14.3,7,1,2,39.6,0,11,0,1,0,4,776,774,17,121,466,170,0,2,495,277,0,36,35,3,1,62,0,0,0,
Marcus Peters,9451,CB,BLT,16,4,0,57.1,0,0,3,1,0,85.5,83.2,67.6,53.4,66.3,62.2,0,0,3,5,67,10.3,6,8,2,72.8,44,0,0,51,849,623,985,14,0,0,14,0,1,971,3,359,70,10,48,1,77,0,5,526,204,12.0
Bud Dupree,9455,ED,PIT,16,12,1,80.0,0,4,25,2,0,50.5,77.7,53.5,76.3,75.0,44.0,8,30,0,0,32,18.8,12,0,5,114.2,4,13,0,8,1,48,980,937,0,0,937,0,0,43,542,390,34,43,40,11,5,51,0,57,54,14.3
Shaq Thompson,9458,LB,CAR,14,16,0,76.3,0,0,5,0,0,60.5,65.8,87.2,70.9,66.7,67.8,1,8,0,0,25,10.1,12,3,1,98.4,74,3,0,687,9,535,962,96,0,0,96,0,8,866,67,360,161,42,91,8,97,12,2,602,424,8.1
Byron Jones,9460,CB,DAL,15,4,0,56.6,0,0,9,0,0,74.8,76.1,88.4,56.6,75.1,87.0,0,0,0,0,33,4.3,2,4,3,94.1,30,0,0,85,776,579,917,6,0,0,6,0,0,911,2,336,50,10,41,0,53,0,3,331,106,11.0
Damarious Randall,9463,S,CLV,11,14,0,61.9,0,0,8,0,0,69.9,69.3,51.1,69.9,63.3,79.8,0,0,0,0,22,9.1,6,6,2,121.2,13,3,0,202,2,394,723,24,0,0,24,0,407,699,20,309,88,10,46,1,21,3,3,141,41,10.8
Stephone Anthony,9464,LB,NO,2,0,0,,0,0,20,0,0,65.3,60.8,75.7,55.1,57.8,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,1,8,24,19,0,0,19,0,0,5,5,11,3,1,1,0,0,0,0,0,0,
Malcom Brown,9465,DI,NO,16,13,1,50.0,0,0,20,1,0,52.5,68.2,87.5,62.2,69.0,51.3,2,12,0,0,8,10.3,4,0,0,60.4,1,2,0,11,0,8,487,476,153,320,0,3,0,11,286,193,0,20,22,3,2,16,0,8,3,8.0
Landon Collins,9466,S,WAS,15,18,0,69.0,1,2,32,0,0,60.6,69.2,68.2,78.1,77.3,62.4,2,6,0,0,28,11.7,15,4,3,104.0,40,1,0,499,48,573,1057,73,0,0,73,0,250,984,35,449,187,41,95,8,58,9,3,378,207,9.5
Mario Edwards Jr.,9468,ED,NO,14,2,0,,0,1,20,0,0,,67.0,87.4,72.1,52.7,76.3,0,12,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,0,293,293,0,65,198,30,0,0,175,118,0,6,5,0,0,15,0,0,0,
Preston Smith,9471,ED,GB,16,11,3,72.2,0,1,12,0,0,46.5,66.0,60.5,71.7,64.6,56.4,10,32,0,1,31,18.9,10,0,3,69.2,13,13,0,12,3,133,870,848,0,2,840,6,0,22,423,314,7,26,32,1,18,55,0,130,95,10.0
Eddie Goldman,9472,DI,CHI,15,13,0,,0,0,6,0,0,58.4,70.7,55.6,67.1,69.7,54.2,1,13,0,0,,7.5,3,0,2,0.0,0,1,0,3,0,1,467,464,198,260,1,5,0,3,275,191,0,20,24,2,0,15,0,0,0,
Benardrick McKinney,9476,LB,HST,14,24,3,87.2,0,1,13,2,0,68.0,67.6,65.8,63.7,63.5,80.6,2,11,0,0,29,6.9,7,0,1,134.7,34,2,0,698,5,415,844,93,0,0,93,0,4,751,123,306,44,40,70,4,39,15,4,317,238,9.3
Eric Kendricks,9478,LB,MIN,15,27,0,54.4,0,2,18,2,0,82.5,90.2,88.7,66.6,90.1,78.2,1,15,0,0,32,7.4,9,12,0,83.9,37,1,0,865,15,534,948,13,0,0,13,0,20,935,75,339,34,36,85,4,68,17,2,436,216,11.8
Jaquiski Tartt,9479,S,SF,12,9,0,52.0,0,1,28,2,0,67.9,66.4,82.8,56.7,60.5,68.5,0,3,0,0,18,9.8,5,1,0,75.1,13,1,0,292,12,391,673,46,0,0,46,0,235,627,20,262,88,15,37,3,25,4,1,98,42,7.5
Eric Rowe,9480,CB,MIA,16,13,0,58.5,1,1,17,0,0,60.2,58.9,67.6,56.2,56.4,63.9,0,1,1,1,47,8.8,8,7,8,81.6,38,0,0,445,254,590,1072,61,0,0,61,0,86,1011,14,468,226,23,70,1,65,1,2,420,158,11.1
Denzel Perryman,9481,LB,LAC,12,15,0,71.4,0,0,27,0,0,54.7,59.2,35.7,50.1,65.8,34.3,0,0,0,1,31,18.5,15,0,1,71.7,20,0,0,314,0,159,359,1,0,0,1,0,0,358,6,194,43,27,51,5,28,0,0,168,77,8.4
Ronald Darby,9483,CB,PHI,11,2,0,62.9,0,0,24,0,0,39.8,44.8,86.1,57.3,71.9,36.2,0,0,0,2,55,19.6,9,7,0,117.9,39,0,0,34,461,343,506,2,0,0,2,0,1,504,2,161,8,10,35,1,62,0,6,664,170,17.0
Nate Orchard,9484,ED,WAS,5,1,1,,0,0,32,1,0,64.9,67.0,83.8,61.6,64.7,56.0,1,4,0,0,,8.3,1,0,0,0.0,0,1,0,4,0,9,118,114,0,0,110,4,0,4,69,40,0,8,10,1,0,6,0,0,0,
Jordan Phillips,9485,DI,BUF,16,3,0,100.0,1,1,4,0,0,55.9,53.6,0.0,60.2,66.0,46.5,5,11,0,0,9,20.8,5,0,10,104.2,1,10,0,0,0,3,542,541,17,318,4,202,0,1,336,203,0,20,16,5,1,26,0,9,4,9.0
Ameer Abdullah,9487,HB,MIN,1,0,0,,0,0,18,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Markus Golden,9491,ED,NYG,16,15,0,100.0,0,0,21,1,1,49.7,60.3,43.8,63.0,62.8,57.1,15,37,0,0,24,16.2,11,0,6,118.8,4,12,0,11,1,50,916,897,0,0,885,12,0,19,509,357,7,39,42,9,4,64,0,54,28,13.5
Frank Clark,9496,ED,KC,14,3,2,75.0,3,2,16,1,0,64.2,63.0,24.9,65.2,64.0,36.3,9,30,0,1,11,25.0,9,0,7,51.0,3,8,0,2,0,22,725,718,1,5,693,19,0,7,449,254,5,27,24,6,4,47,0,25,16,8.3
Jordan Richards,9497,S,BLT,1,0,0,,0,0,3,1,1,,60.6,63.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,
P.J. Williams,9511,CB,NO,14,8,1,71.4,0,0,20,0,0,47.8,51.1,87.8,88.2,44.0,55.4,1,3,0,1,52,16.7,9,1,4,124.2,45,1,0,49,204,529,799,47,0,0,47,0,75,752,41,229,424,17,37,1,63,5,6,566,228,12.6
Jordan Hicks,9517,LB,ARZ,16,60,0,87.7,1,2,1,1,0,53.8,61.0,33.3,67.7,69.1,61.2,5,9,0,3,49,10.8,20,3,5,114.2,71,2,0,986,12,615,1133,21,0,0,21,0,7,1112,95,423,107,44,105,8,81,16,5,824,546,11.6
Danielle Hunter,9521,ED,MIN,16,12,0,,0,3,18,1,0,62.2,89.4,85.4,83.4,76.8,72.7,11,62,0,0,,5.7,3,0,1,0.0,0,15,0,0,0,9,883,882,0,3,783,96,0,1,562,312,0,36,38,2,0,88,0,0,0,
Carl Davis Jr.,9523,DI,JAX,3,0,0,,0,0,15,0,0,58.3,49.3,78.0,51.9,54.0,65.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,45,45,14,30,0,1,0,0,17,26,0,0,1,0,0,0,0,0,0,
Henry Anderson,9526,DI,NYJ,13,5,0,100.0,0,0,22,0,0,50.0,55.8,72.9,55.1,59.8,61.5,8,8,0,0,8,12.5,3,0,1,93.1,3,2,0,2,0,9,446,443,4,98,188,153,0,3,294,143,0,12,16,1,3,18,0,19,5,6.3
Steven Nelson,9531,CB,PIT,15,5,0,51.5,1,0,25,1,0,80.3,80.5,89.2,59.0,72.1,60.3,0,0,0,1,42,12.3,8,5,3,73.3,34,0,0,68,928,584,1011,1,0,0,1,0,1,1010,1,426,13,14,52,0,66,0,1,468,110,13.8
Angelo Blackson,9533,DI,HST,15,3,0,,1,0,13,0,0,60.3,43.9,54.1,57.3,40.6,55.8,2,7,0,0,,9.1,2,0,2,0.0,0,0,0,1,0,0,427,423,15,311,27,70,0,4,231,196,0,13,17,2,0,9,0,0,0,
Trey Flowers,9534,ED,DET,15,14,0,100.0,0,2,11,0,0,59.1,82.8,61.5,78.6,76.8,52.9,14,41,0,0,5,12.3,7,0,6,87.5,1,7,0,4,0,22,705,699,28,120,450,101,0,6,446,237,2,33,36,2,1,62,0,5,1,5.0
Justin Hardy,9540,WR,ATL,1,0,0,,0,0,2,0,0,60.0,60.6,64.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Clayton Geathers,9542,S,IND,14,8,0,83.3,0,0,14,0,0,58.7,66.9,86.6,64.7,78.6,75.1,0,0,0,1,21,9.3,5,0,1,84.0,10,0,0,170,5,311,528,13,0,0,13,0,316,515,5,212,23,13,41,1,12,0,1,70,43,7.0
Ibraheim Campbell,9548,S,GB,7,3,0,66.7,0,1,12,0,0,54.9,60.3,73.8,50.9,71.4,55.5,0,0,0,0,19,13.3,2,0,0,81.3,10,0,0,137,6,113,181,9,0,0,9,0,7,172,9,59,22,2,10,0,15,0,0,85,64,8.5
Rodney Gunter,9549,DI,ARZ,13,7,0,,0,0,1,0,0,53.6,65.6,50.6,65.9,65.2,60.1,5,24,0,0,,11.5,3,0,3,0.0,0,5,0,0,0,1,602,602,11,342,39,210,0,0,357,244,0,16,16,5,0,34,0,0,0,
Za'Darius Smith,9555,ED,GB,16,5,0,,1,1,12,0,0,79.3,90.2,33.8,89.8,78.0,52.1,22,55,0,0,,16.3,7,0,6,0.0,0,16,0,67,0,11,872,804,0,34,688,82,0,68,543,318,1,36,31,4,0,93,0,0,0,
Kwon Alexander,9557,LB,SF,8,9,0,70.8,0,1,28,0,0,81.3,61.3,25.4,56.1,37.5,29.9,0,2,0,1,21,21.1,8,3,1,67.4,17,1,0,321,6,201,357,6,0,0,6,0,0,351,19,137,24,16,21,3,24,3,0,136,148,8.0
Damien Wilson,9560,LB,KC,16,24,0,83.0,0,1,16,0,0,55.6,55.2,63.5,60.7,55.5,75.6,2,7,0,0,28,7.1,6,0,2,125.6,39,2,0,542,6,310,709,116,0,6,110,0,0,593,65,334,45,29,55,2,47,11,3,425,318,10.9
Grady Jarrett,9570,DI,ATL,16,11,0,,1,2,2,0,0,66.9,90.1,59.9,86.5,82.6,52.7,9,29,0,0,,11.5,7,0,4,0.0,0,8,0,0,0,2,805,805,87,513,6,199,0,0,491,312,0,40,43,10,0,46,0,0,0,
Adrian Amos,9575,S,GB,16,5,0,70.0,0,0,12,0,0,76.0,76.5,85.0,64.0,74.3,86.1,1,6,0,2,28,5.9,5,7,0,82.4,35,1,0,406,27,615,1036,46,0,0,46,0,441,990,28,393,116,23,75,3,50,8,1,384,170,11.0
MyCole Pruitt,9576,TE,TEN,1,0,0,,0,0,31,0,0,,61.6,60.1,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Bobby McCain,9578,S,MIA,9,4,0,76.9,1,0,17,0,0,69.6,63.6,13.1,54.0,53.3,29.2,0,1,0,2,33,25.0,9,1,2,106.9,10,0,0,50,10,286,540,14,0,0,14,0,446,526,15,239,20,4,23,0,13,1,3,127,44,12.7
Tyeler Davison,9587,DI,ATL,16,14,0,,0,0,2,1,0,58.3,67.5,49.6,63.7,68.8,62.6,1,10,0,0,,5.9,3,0,3,0.0,0,1,0,0,0,4,560,560,313,239,0,8,0,0,257,299,0,22,34,2,0,12,0,0,0,
David Mayo,9602,LB,NYG,14,16,0,76.9,0,0,21,1,0,48.8,72.9,85.6,64.1,90.1,55.5,0,6,0,0,22,11.9,10,1,0,97.1,30,1,0,593,2,287,631,20,0,0,20,0,0,611,40,304,16,37,58,5,39,7,0,289,229,9.6
Tye Smith,9603,CB,TEN,5,4,0,72.7,0,2,31,0,0,71.2,71.6,83.5,,66.9,87.7,0,0,0,0,26,0.0,0,0,0,111.7,16,0,0,5,183,137,210,0,0,0,0,0,0,210,0,73,21,2,18,0,22,0,1,179,69,11.2
D.J. Alexander,9605,LB,JAX,2,1,0,100.0,0,0,15,0,0,70.1,69.3,73.5,,60.1,60.5,0,0,0,0,6,16.7,1,0,0,79.2,3,0,0,29,1,19,33,0,0,0,0,0,0,33,0,14,3,1,4,1,3,0,0,8,9,2.7
Quandre Diggs,9633,S,SEA,10,8,0,50.0,0,1,29,1,0,79.3,76.4,51.4,58.5,63.7,37.7,0,0,1,3,17,21.6,11,0,1,32.3,4,0,0,97,10,388,606,7,0,0,7,0,433,599,2,216,59,6,32,0,8,0,0,54,52,13.5
Anthony Chickillo,9645,ED,PIT,11,1,0,0.0,0,0,25,0,0,60.3,62.1,83.1,55.6,64.3,58.5,1,2,0,0,,9.1,1,0,0,39.6,0,1,0,1,0,8,146,140,0,0,140,0,0,6,59,79,3,7,9,0,1,4,0,0,0,
Christian Covington,9649,DI,DAL,16,2,1,,0,0,9,0,0,58.8,65.7,72.0,54.8,71.9,28.6,2,15,0,0,,20.7,6,0,1,0.0,0,1,0,2,0,6,481,479,19,428,0,32,0,2,270,205,0,18,21,3,0,18,0,0,0,
Rakeem Nunez-Roches,9650,DI,TB,16,4,0,,0,0,30,1,0,59.6,62.2,21.2,62.1,67.3,74.4,2,5,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,2,293,292,43,170,10,69,0,1,180,111,0,6,7,1,0,7,0,0,0,
Bryce Hager,9657,LB,LA,4,2,0,80.0,0,0,26,0,0,42.3,64.7,73.5,68.6,79.3,63.2,0,1,0,0,19,0.0,0,0,0,111.7,4,0,0,68,0,32,71,1,0,0,1,0,0,70,2,37,2,5,6,0,5,1,0,54,18,13.5
Mark Nzeocha,9669,LB,SF,7,0,0,0.0,0,0,28,0,0,60.6,45.8,71.3,,43.7,75.1,0,0,0,1,,0.0,0,0,0,0.0,0,0,0,26,0,10,29,0,0,0,0,0,0,29,0,19,3,0,2,0,1,0,0,0,0,
Darryl Roberts,9680,CB,NYJ,12,4,0,64.6,1,0,22,0,0,58.5,56.6,32.0,64.1,53.0,67.4,1,1,0,1,38,8.8,6,5,7,99.5,42,0,0,59,492,436,713,12,0,0,12,0,85,701,5,272,65,7,58,1,65,2,4,460,152,11.0
Akeem King,9682,S,SEA,11,1,0,57.1,0,0,29,0,0,60.9,61.9,82.7,61.6,61.7,84.1,1,0,0,0,30,0.0,0,0,0,101.5,12,0,0,33,169,175,267,11,0,0,11,0,0,256,6,86,54,1,14,0,21,1,1,181,62,15.1
Jermaine Whitehead,9698,S,CLV,8,10,0,72.0,1,1,8,0,0,51.7,40.0,19.8,51.5,30.7,29.4,2,4,0,1,20,23.7,14,1,3,112.3,18,0,0,175,17,256,500,54,0,0,54,0,168,446,28,216,86,9,35,1,25,6,4,164,67,9.1
Xavier Williams,9809,DI,KC,5,0,0,,0,1,16,0,0,59.8,31.1,0.0,57.5,37.4,26.4,0,3,0,0,,27.3,3,0,3,0.0,0,0,0,0,0,1,118,118,52,65,0,1,0,0,62,55,0,5,8,0,0,3,0,0,0,
Neville Hewitt,9836,LB,NYJ,12,18,1,58.9,0,0,22,0,0,35.9,40.4,87.1,72.3,44.5,42.4,5,8,0,2,89,17.7,14,2,2,93.9,33,3,0,692,14,405,762,23,0,0,23,0,5,739,79,278,28,22,47,3,56,16,4,454,213,13.8
DeAndre Carter,9859,WR,HST,1,0,0,,0,0,13,0,0,60.7,70.2,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Troy Hill,9881,CB,LA,13,9,0,45.1,0,0,26,0,0,72.7,76.4,85.5,91.6,76.5,73.2,1,0,0,2,39,6.8,3,5,2,54.7,23,1,0,56,432,327,538,0,0,0,0,0,0,538,1,210,50,7,32,0,51,2,1,304,84,13.2
Justin Coleman,9892,CB,DET,16,6,0,63.4,2,3,11,1,0,58.8,60.5,88.7,92.8,46.7,55.0,1,5,0,1,66,12.5,8,11,7,107.3,71,0,0,59,249,611,963,5,0,0,5,0,7,958,17,335,643,12,50,0,112,6,8,869,329,12.2
Anthony Harris,9895,S,MIN,14,9,0,64.7,0,0,18,1,0,91.6,90.5,66.2,67.5,66.9,85.0,1,2,1,6,47,3.4,2,5,3,54.7,11,0,0,224,4,580,910,13,0,0,13,0,518,897,13,317,150,7,47,1,17,3,0,156,49,14.2
James Vaughters,9934,ED,CHI,3,0,0,100.0,0,0,6,0,0,65.8,60.0,75.8,51.8,60.7,74.0,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,1,0,3,26,23,0,0,23,0,0,3,10,13,2,1,3,0,1,0,0,6,5,6.0
Deshazor Everett,9940,S,WAS,6,2,0,100.0,0,0,32,0,0,29.8,28.9,72.3,,40.5,28.8,0,0,0,0,21,28.6,2,0,0,158.3,3,0,0,21,2,15,38,3,0,0,3,0,8,35,0,23,4,1,3,0,3,0,1,38,13,12.7
Dean Marlowe,9966,S,BUF,7,0,0,63.6,0,0,4,0,0,61.8,64.9,0.0,76.4,72.6,82.2,0,0,0,0,11,0.0,0,1,1,100.2,7,0,0,17,2,53,108,9,0,0,9,0,3,99,7,48,77,4,9,0,11,0,1,39,17,5.6
Rod Smith,9996,HB,OAK,1,0,0,,0,0,23,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Olsen Pierre,10010,DI,OAK,9,1,0,,0,0,23,0,0,60.0,57.5,82.1,51.3,62.9,26.9,0,6,0,0,,33.3,3,0,0,0.0,0,2,0,0,0,0,172,172,27,104,9,32,0,0,111,61,0,7,5,1,0,8,0,0,0,
De'Vante Bausby,10057,CB,DEN,3,2,0,69.2,1,0,10,0,0,72.3,67.9,80.1,,50.6,46.1,0,0,0,0,24,20.0,3,3,1,85.7,9,0,0,17,114,68,133,0,0,0,0,0,1,133,0,65,1,6,10,0,13,0,0,81,25,9.0
Justin March-Lillard,10065,LB,DAL,5,3,0,76.9,0,0,9,0,0,55.5,48.5,73.2,58.9,41.9,27.3,0,0,0,0,28,27.3,3,1,0,98.6,10,0,0,34,0,30,45,7,0,0,7,0,0,38,3,12,3,0,5,0,13,0,0,101,64,10.1
Quinton Dunbar,10073,CB,WAS,11,1,0,55.8,0,0,32,0,0,89.5,87.6,55.2,58.6,72.5,83.7,0,0,0,4,34,2.6,1,4,1,56.9,29,0,0,37,525,367,613,3,0,0,3,0,2,610,1,245,46,16,36,1,52,0,2,344,145,11.9
Adam Humphries,10075,WR,TEN,1,0,0,,0,0,31,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Curtis Riley,10109,S,OAK,11,2,0,62.5,0,1,23,0,0,67.7,67.3,22.7,53.6,66.0,62.2,0,2,0,0,42,11.8,4,0,1,145.8,5,0,0,70,5,177,275,19,0,0,19,0,154,256,7,91,27,9,28,3,8,2,2,112,28,22.4
Nick Dzubnar,10127,LB,LAC,2,0,0,,0,0,27,0,0,,60.0,60.1,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Tyrell Adams,10140,LB,HST,3,2,0,66.7,0,1,13,0,0,44.7,45.7,78.9,51.6,55.6,53.3,0,3,0,0,23,14.3,2,0,0,97.2,4,0,0,102,1,45,108,3,0,0,3,0,0,105,6,57,2,4,10,0,6,3,0,57,18,14.3
T.Y. McGill,10156,DI,LAC,3,1,0,,0,0,27,0,0,59.9,41.0,75.2,63.6,39.3,68.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,20,20,2,17,1,0,0,0,8,11,0,0,0,0,0,1,0,0,0,
Efe Obada,10235,ED,CAR,16,9,1,,0,0,5,0,0,63.3,62.6,67.1,64.3,56.1,65.2,4,6,0,0,,4.0,1,0,1,0.0,0,0,0,0,0,0,306,306,4,89,168,45,0,0,170,136,0,8,15,1,0,10,0,0,0,
Erik Harris,10346,S,OAK,15,4,0,61.5,0,0,23,0,0,66.7,66.7,67.4,50.6,67.2,51.2,0,1,2,3,59,13.2,10,5,3,88.1,16,0,0,206,18,547,900,26,0,0,26,0,587,874,11,342,63,14,62,2,26,1,3,224,89,14.0
Joey Bosa,10637,ED,LAC,16,9,0,100.0,1,1,27,0,0,61.0,89.6,51.5,90.3,73.1,56.3,17,43,0,0,13,7.8,5,0,5,118.8,1,12,0,7,0,1,836,829,0,11,709,109,0,7,490,345,0,49,50,8,1,72,0,13,17,13.0
Jalen Ramsey,10639,CB,LA,12,5,0,67.2,0,2,26,0,0,68.7,71.5,87.2,,77.6,73.9,0,0,0,1,52,7.3,4,5,2,96.4,43,0,0,48,642,484,780,0,0,0,0,0,10,780,0,296,80,9,46,1,64,0,2,528,136,12.3
DeForest Buckner,10641,DI,SF,16,16,2,,0,2,28,4,1,72.0,78.8,59.8,73.8,72.0,61.4,8,39,0,0,,5.8,3,0,3,0.0,0,8,0,0,0,1,811,810,28,580,14,188,0,1,520,290,0,31,33,4,0,55,0,0,0,
Leonard Floyd,10643,ED,CHI,16,9,1,85.7,0,0,6,0,0,63.4,69.6,81.0,61.4,73.2,56.2,9,27,0,0,22,12.8,6,0,3,89.0,12,3,0,27,2,126,899,835,0,1,834,0,0,64,442,331,34,26,32,2,14,39,0,75,65,6.3
Eli Apple,10644,CB,NO,15,2,0,63.2,1,1,20,0,0,59.1,63.8,87.8,71.9,81.2,74.8,1,0,0,0,54,6.5,4,3,9,107.5,43,0,0,62,834,646,933,5,0,0,5,0,0,928,1,286,32,12,56,0,68,1,3,621,174,14.4
Vernon Hargreaves III,10645,CB,HST,15,7,0,74.2,2,0,13,1,0,40.9,46.2,88.1,64.7,72.6,59.6,0,1,1,1,51,12.9,9,4,4,122.5,66,0,0,33,443,584,844,9,0,0,9,0,9,835,4,256,350,14,54,1,89,1,6,873,322,13.2
Sheldon Rankins,10646,DI,NO,10,5,0,,0,0,20,0,0,61.3,65.6,62.6,61.1,66.9,75.5,3,17,0,0,,0.0,0,0,1,0.0,0,2,0,36,0,6,323,287,29,205,2,51,0,36,232,85,0,7,7,0,0,22,0,0,0,
Karl Joseph,10648,S,OAK,9,9,0,78.6,0,0,23,1,0,64.7,69.9,47.9,71.3,78.1,66.5,2,2,0,1,59,11.8,6,2,2,112.8,11,0,0,176,16,343,575,14,0,0,14,0,316,561,12,220,53,11,36,4,14,4,1,235,58,21.4
Keanu Neal,10651,S,ATL,3,3,0,70.0,0,0,2,0,0,42.0,43.1,2.7,86.7,54.3,65.2,1,0,0,0,43,11.8,2,0,3,96.7,7,0,0,74,11,91,166,5,0,0,5,0,39,161,3,72,37,1,12,0,10,1,0,87,18,12.4
Shaq Lawson,10653,ED,BUF,15,4,1,100.0,0,1,4,0,0,62.9,68.2,51.8,69.1,62.1,28.6,13,18,0,0,16,32.4,11,0,3,112.5,2,7,0,0,0,9,483,483,0,7,434,42,0,0,280,194,0,24,19,10,2,38,0,22,2,11.0
Darron Lee,10654,LB,KC,9,2,0,100.0,0,0,16,0,0,29.4,36.3,77.6,64.1,54.1,34.5,0,1,0,0,33,22.2,6,0,0,116.0,18,0,0,133,2,68,161,16,0,0,16,0,0,145,14,79,9,5,19,0,18,1,0,213,146,11.8
William Jackson III,10658,CB,CIN,14,4,0,60.9,1,0,7,0,0,55.2,53.6,87.8,55.0,44.3,69.1,0,0,0,1,51,8.1,3,2,2,99.1,39,0,0,69,707,454,831,6,0,0,6,0,1,825,2,375,48,7,30,1,64,0,3,570,188,14.6
Artie Burns,10659,CB,PIT,5,3,0,100.0,0,0,25,0,0,64.1,61.1,0.0,,65.0,80.2,0,0,0,0,19,0.0,0,0,1,152.1,5,0,0,6,59,54,67,1,0,0,1,0,0,66,0,13,1,1,4,0,5,0,1,55,9,11.0
Kenny Clark,10661,DI,GB,16,15,0,,0,1,12,0,0,50.3,79.9,44.7,87.0,67.8,53.4,2,52,0,0,,8.2,5,0,5,0.0,0,8,0,2,0,10,869,867,344,435,10,78,0,2,529,330,0,39,41,6,0,62,0,0,0,
Robert Nkemdiche,10663,DI,MIA,2,0,0,,0,0,17,0,0,,26.7,75.0,57.2,27.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,13,3,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,
Vernon Butler,10664,DI,CAR,14,5,0,,0,3,5,0,0,62.7,59.0,52.9,60.7,57.3,70.2,4,6,0,0,,8.0,2,0,2,0.0,0,6,0,0,0,0,440,439,41,179,60,159,0,1,242,198,0,20,18,3,0,16,0,0,0,
Emmanuel Ogbah,10666,ED,KC,10,3,3,,0,1,16,0,0,69.2,70.1,88.9,62.6,67.4,57.9,4,17,0,0,,10.7,3,0,0,0.0,0,6,0,1,0,9,410,409,2,27,349,31,0,1,251,150,0,21,22,3,0,27,0,0,0,
Jaylon Smith,10668,LB,DAL,16,25,1,77.8,0,2,9,1,0,60.8,70.2,28.2,68.3,81.3,87.9,0,8,0,1,26,6.3,9,6,5,100.2,56,4,0,823,3,557,991,37,0,0,37,0,12,954,75,359,116,47,108,6,72,12,3,440,278,7.9
Myles Jack,10670,LB,JAX,11,16,0,73.0,3,0,15,0,0,45.7,45.9,0.0,62.1,55.8,47.5,1,3,0,1,48,14.9,11,2,8,119.1,27,1,0,526,7,332,613,32,0,0,32,0,2,581,43,238,46,21,47,2,37,5,3,359,256,13.3
